OPEID,Name,SchoolType,R,Drate
3943,UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE           ,Public,NY,6.4
3944,UNIVERSITY OF PUERTO RICO - MAYAGUEZ                             ,Public,NY,4.4
3946,UNIVERSITY OF THE VIRGIN ISLANDS                                 ,Public,NY,9.8
4736,BERGEN COMMUNITY COLLEGE                                         ,Public,NY,9.8
4740,MERCER COUNTY COMMUNITY COLLEGE                                  ,Public,NY,10
4759,CUNY YORK COLLEGE                                                ,Public,NY,4.9
4765,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER                         ,Public,NY,3.9
4788,HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,Public,NY,19
5399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT                       ,Public,NY,9
5461,SALEM COMMUNITY COLLEGE                                          ,Public,NY,8.3
6782,GENESEE COMMUNITY COLLEGE                                        ,Public,NY,13.3
6785,SCHENECTADY COUNTY COMMUNITY COLLEGE                             ,Public,NY,13.3
6787,CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES    ,Public,NY,14.5
6788,TOMPKINS CORTLAND COMMUNITY COLLEGE                              ,Public,NY,16.6
6789,COLUMBIA - GREENE COMMUNITY COLLEGE - SUNY OFFICE OF CMNTY COLLEG,Public,NY,10.6
6791,SUNY COLLEGE AT PURCHASE                                         ,Public,NY,7.2
6865,CAMDEN COUNTY COLLEGE                                            ,Public,NY,11.9
6901,ROWAN COLLEGE OF SOUTH JERSEY                                    ,Public,NY,10
7022,CUNY LEHMAN COLLEGE                                              ,Public,NY,5.5
7108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                   ,Public,NY,5.1
7109,SUNY COLLEGE AT OLD WESTBURY                                     ,Public,NY,3.9
7111,NORTH COUNTRY COMMUNITY COLLEGE                                  ,Public,NY,15.6
7206,UNIVERSITY OF PUERTO RICO - CAYEY                                ,Public,NY,7.1
7228,UNIVERSITY OF PUERTO RICO - ARECIBO                              ,Public,NY,5.5
7273,CUNY BERNARD M. BARUCH COLLEGE                                   ,Public,NY,2.2
7532,FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE,Public,NY,10.4
7729,COUNTY COLLEGE OF MORRIS                                         ,Public,NY,7.9
7730,ROWAN COLLEGE AT BURLINGTON COUNTY                               ,Public,NY,8.3
7731,RARITAN VALLEY COMMUNITY COLLEGE                                 ,Public,NY,7.9
8404,BROOKDALE COMMUNITY COLLEGE                                      ,Public,NY,8.8
8437,CLINTON-ESSEX-WARREN-WASHINGTON BOCES                            ,Public,NY,17.6
8611,"CUNY, HOSTOS COMMUNITY COLLEGE                                   ",Public,NY,8.7
9344,RAMAPO COLLEGE OF NEW JERSEY                                     ,Public,NY,4.2
9345,STOCKTON UNIVERSITY                                              ,Public,NY,4.2
9652,"UNIVERSITY OF PUERTO RICO, PONCE                                 ",Public,NY,7.5
9929,SUNY COLLEGE OF OPTOMETRY                                        ,Public,NY,1.2
9994,PASSAIC COUNTY COMMUNITY COLLEGE                                 ,Public,NY,11.3
10051,CUNY LAGUARDIA COMMUNITY COLLEGE                                 ,Public,NY,9.2
10052,JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING               ,Public,NY,9
10097,CUNY MEDGAR EVERS COLLEGE                                        ,Public,NY,8.7
10147,WESTERN SUFFOLK BOCES                                            ,Public,NY,7.2
10286,SUNY EMPIRE STATE COLLEGE                                        ,Public,NY,4.3
10641,SOUTHERN WESTCHESTER BOCES                                       ,Public,NY,10
10684,ERIE COMMUNITY COLLEGE                                           ,Public,NY,13.6
10819,CONSERVATORIO DE MúSICA DE PUERTO RICO                           ,Public,NY,15
10922,UNIVERSITY OF PUERTO RICO - UTUADO                               ,Public,NY,7.1
10975,UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE   ,Public,NY,7.3
11523,MORRIS COUNTY SCHOOL OF TECHNOLOGY                               ,Public,NY,9.3
11678,STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE               ,Public,NY,2.7
12123,"UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE            ",Public,NY,4.3
12293,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING                   ,Public,NY,5.8
12407,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES                    ,Public,NY,8.8
12589,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES                 ,Public,NY,12.3
12652,ONONDAGA CORTLAND MADISON BOCES                                  ,Public,NY,14.2
12783,"CENTER FOR INSTRUCTION, TECHNOLOGY & INNOVATION                  ",Public,NY,9.8
12954,HUDSON COUNTY COMMUNITY COLLEGE                                  ,Public,NY,11.7
20984,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM                 ,Public,NY,4.1
21043,OTSEGO DELAWARE SCHOHARIE GREENE BOCES                           ,Public,NY,8.8
21109,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES                          ,Public,NY,11.7
21240,ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING                  ,Public,NY,7.5
21263,MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM                   ,Public,NY,14.2
21458,CAYUGA ONONDAGA BOCES                                            ,Public,NY,6
21460,WAYNE - FINGER LAKES BOCES                                       ,Public,NY,12.3
21536,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING         ,Public,NY,2.9
21582,WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES                  ,Public,NY,10
21702,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PRO,Public,NY,7
21728,DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING                       ,Public,NY,6.7
21739,ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING                  ,Public,NY,10.9
21794,EASTERN SUFFOLK BOCES                                            ,Public,NY,7
21922,THOMAS EDISON STATE UNIVERSITY                                   ,Public,NY,4.7
21993,ORLEANS NIAGARA BOCES                                            ,Public,NY,14.4
22325,UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS                        ,Public,NY,14.2
22356,ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES                          ,Public,NY,12
22729,ROCKLAND COUNTY BOCES ADULT EDUCATION                            ,Public,NY,10
23120,BERGEN COUNTY TECHNICAL SCHOOLS                                  ,Public,NY,21.3
24600,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS               ,Public,NY,1.9
25039,WARREN COUNTY COMMUNITY COLLEGE                                  ,Public,NY,4.6
25237,OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS                      ,Public,NY,11.5
25688,SUSSEX COUNTY COMMUNITY COLLEGE                                  ,Public,NY,6.1
30160,UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE              ,Public,NY,10.6
30816,DELAWARE CHENANGO MADISON OTSEGO BOCES                           ,Public,NY,12.5
31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES                         ,Public,NY,7.3
31913,CUNY SCHOOL OF LAW '(THE)'                                       ,Public,NY,0
41177,"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT       ",Public,NY,14.2
42101,STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE                     ,Public,NY,10
2597,BLOOMFIELD COLLEGE                                               ,Private,NY,15.3
2598,CALDWELL UNIVERSITY                                              ,Private,NY,4.3
2599,CENTENARY UNIVERSITY                                             ,Private,NY,5.9
2600,SAINT ELIZABETH UNIVERSITY                                       ,Private,NY,9.5
2603,DREW UNIVERSITY                                                  ,Private,NY,3.9
2607,FAIRLEIGH DICKINSON UNIVERSITY                                   ,Private,NY,6.2
2608,GEORGIAN COURT UNIVERSITY                                        ,Private,NY,4.6
2610,FELICIAN UNIVERSITY                                              ,Private,NY,6.1
2616,MONMOUTH UNIVERSITY                                              ,Private,NY,3.3
2619,NEW BRUNSWICK THEOLOGICAL SEMINARY                               ,Private,NY,9.6
2626,PRINCETON THEOLOGICAL SEMINARY                                   ,Private,NY,6.1
2627,PRINCETON UNIVERSITY                                             ,Private,NY,0.7
2628,RIDER UNIVERSITY                                                 ,Private,NY,4.7
2632,SETON HALL UNIVERSITY                                            ,Private,NY,3.6
2638,SAINT PETER'S UNIVERSITY                                         ,Private,NY,6.5
2639,STEVENS INSTITUTE OF TECHNOLOGY                                  ,Private,NY,1.7
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY                     ,Private,NY,4.6
2666,ADELPHI UNIVERSITY                                               ,Private,NY,2.4
2668,ALFRED UNIVERSITY                                                ,Private,NY,5.1
2669,BANK STREET COLLEGE OF EDUCATION                                 ,Private,NY,2.6
2671,BARD COLLEGE                                                     ,Private,NY,2.2
2674,NEW YORK THEOLOGICAL SEMINARY                                    ,Private,NY,6.1
2677,BROOKLYN LAW SCHOOL                                              ,Private,NY,1.1
2681,CANISIUS COLLEGE                                                 ,Private,NY,3.8
2685,CAZENOVIA COLLEGE                                                ,Private,NY,8.2
2699,CLARKSON UNIVERSITY                                              ,Private,NY,1.9
2700,COLGATE ROCHESTER CROZER DIVINITY SCHOOL                         ,Private,NY,5
2701,COLGATE UNIVERSITY                                               ,Private,NY,0.7
2703,COLLEGE OF MOUNT SAINT VINCENT                                   ,Private,NY,7.3
2705,COLLEGE OF SAINT ROSE                                            ,Private,NY,5.2
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK                      ,Private,NY,1.7
2708,BARNARD COLLEGE                                                  ,Private,NY,0.9
2709,CONCORDIA COLLEGE                                                ,Private,NY,5.6
2710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)          ,Private,NY,3.6
2711,CORNELL UNIVERSITY                                               ,Private,NY,0.9
2712,D'YOUVILLE COLLEGE                                               ,Private,NY,2.1
2713,DOMINICAN COLLEGE OF BLAUVELT                                    ,Private,NY,5.6
2718,ELMIRA COLLEGE                                                   ,Private,NY,5.5
2722,FORDHAM UNIVERSITY                                               ,Private,NY,2.3
2726,GENERAL THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH (THE)       ,Private,NY,3.4
2728,HAMILTON COLLEGE                                                 ,Private,NY,0.4
2729,HARTWICK COLLEGE                                                 ,Private,NY,4
2731,HOBART AND WILLIAM SMITH COLLEGES                                ,Private,NY,2.1
2732,HOFSTRA UNIVERSITY                                               ,Private,NY,1.9
2734,HOUGHTON COLLEGE                                                 ,Private,NY,1.9
2735,HILBERT COLLEGE                                                  ,Private,NY,4.9
2737,IONA COLLEGE                                                     ,Private,NY,5.8
2739,ITHACA COLLEGE                                                   ,Private,NY,2
2740,JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE)                     ,Private,NY,0
2742,JUILLIARD SCHOOL (THE)                                           ,Private,NY,4.7
2744,KEUKA COLLEGE                                                    ,Private,NY,7.1
2748,LE MOYNE COLLEGE                                                 ,Private,NY,2.6
2749,NEW YORK COLLEGE OF PODIATRIC MEDICINE                           ,Private,NY,0
2751,LONG ISLAND UNIVERSITY                                           ,Private,NY,5.3
2758,MANHATTAN COLLEGE                                                ,Private,NY,3.3
2759,MANHATTAN SCHOOL OF MUSIC                                        ,Private,NY,4.7
2760,MANHATTANVILLE COLLEGE                                           ,Private,NY,3.5
2763,MARIA COLLEGE                                                    ,Private,NY,6.4
2765,MARIST COLLEGE                                                   ,Private,NY,1.9
2769,MARYMOUNT MANHATTAN COLLEGE                                      ,Private,NY,6.1
2772,MERCY COLLEGE                                                    ,Private,NY,7
2775,MOLLOY COLLEGE                                                   ,Private,NY,2.4
2777,MEDAILLE COLLEGE                                                 ,Private,NY,8.9
2778,MOUNT SAINT MARY COLLEGE                                         ,Private,NY,4.6
2779,NAZARETH COLLEGE OF ROCHESTER                                    ,Private,NY,2
2782,NEW YORK INSTITUTE OF TECHNOLOGY                                 ,Private,NY,2.6
2783,NEW YORK LAW SCHOOL                                              ,Private,NY,2.1
2784,NEW YORK MEDICAL COLLEGE                                         ,Private,NY,0.8
2785,NEW YORK UNIVERSITY                                              ,Private,NY,1.7
